city,city_ascii,lat,lng,country,admin_name,population
"Arrentela","Arrentela",38.6267,-9.1036,"Portugal","Setúbal",28886
"Vícar","Vicar",36.8317,-2.6431,"Spain","Andalusia",28835
"Candelaria","Candelaria",28.3547,-16.3711,"Spain","Canary Islands",28795
"San Pedro del Pinatar","San Pedro del Pinatar",37.8167,-0.75,"Spain","Murcia",28706
"Camas","Camas",37.4,-6.0333,"Spain","Andalusia",28705
"Martorell","Martorell",41.477,1.928,"Spain","Catalonia",28507
"Almazora","Almazora",39.9403,-0.0625,"Spain","Valencia",28497
"Sueca","Sueca",39.2,-0.3114,"Spain","Valencia",28480
"San Vicente dels Horts","San Vicente dels Horts",41.3953,2.0108,"Spain","Catalonia",28406
"Sestao","Sestao",43.3108,-3.0056,"Spain","Basque Country",28228
"Villaviciosa de Odón","Villaviciosa de Odon",40.3583,-3.9033,"Spain","Madrid",28152
"Massamá","Massama",38.7568,-9.2748,"Portugal","Lisboa",28112
"Seseña","Sesena",40.1036,-3.6981,"Spain","Castille-La Mancha",28102
"Algemesí","Algemesi",39.1897,-0.4378,"Spain","Valencia",27968
"Muchamiel","Muchamiel",38.4136,-0.4456,"Spain","Valencia",27761
"Paiporta","Paiporta",39.4278,-0.4183,"Spain","Valencia",27748
"Lebrija","Lebrija",36.9194,-6.0781,"Spain","Andalusia",27745
"Alhaurín el Grande","Alhaurin el Grande",36.6331,-4.6831,"Spain","Andalusia",27647
"Bétera","Betera",39.5933,-0.4628,"Spain","Valencia",27584
"Anadia","Anadia",40.4333,-8.4333,"Portugal","Aveiro",27532
"Águas Santas","Aguas Santas",41.2106,-8.5866,"Portugal","Porto",27470
"Arriaga","Arriaga",42.8667,-2.68,"Spain","Basque Country",27426
"Almuñécar","Almunecar",36.7333,-3.6833,"Spain","Andalusia",27311
"Jumilla","Jumilla",38.4792,-1.325,"Spain","Murcia",27263
"Paracuellos de Jarama","Paracuellos de Jarama",40.55,-3.5167,"Spain","Madrid",27238
"Morón de la Frontera","Moron de la Frontera",37.1222,-5.4517,"Spain","Andalusia",27228
"Santa Eugenia","Santa Eugenia",42.5667,-8.9833,"Spain","Galicia",27111
"San Andrés de la Barca","San Andres de la Barca",41.4478,1.9769,"Spain","Catalonia",27062
"Estarreja","Estarreja",40.75,-8.5667,"Portugal","Aveiro",26997
"Molíns de Rey","Molins de Rey",41.4139,2.0158,"Spain","Catalonia",26948
"Calpe","Calpe",38.6444,0.0461,"Spain","Valencia",26821
"Cangas","Cangas",42.2642,-8.7819,"Spain","Galicia",26714
"Lamego","Lamego",41.0975,-7.81,"Portugal","Viseu",26691
"Peniche","Peniche",39.3633,-9.3792,"Portugal","Leiria",26431
"Estoril","Estoril",38.7057,-9.3977,"Portugal","Lisboa",26399
"Alboraya","Alboraya",39.5,-0.3522,"Spain","Valencia",26259
"Novelda","Novelda",38.385,-0.768,"Spain","Valencia",26213
"Montemor-o-Velho","Montemor-o-Velho",40.1725,-8.6847,"Portugal","Coimbra",26171
"Tavira","Tavira",37.1309,-7.6506,"Portugal","Faro",26167
"Ciempozuelos","Ciempozuelos",40.1592,-3.6183,"Spain","Madrid",26140
"Oliva","Oliva",38.9194,-0.1211,"Spain","Valencia",26122
"Odemira","Odemira",37.5833,-8.6333,"Portugal","Beja",26066
"Santa Perpetua de Moguda","Santa Perpetua de Moguda",41.5375,2.1819,"Spain","Catalonia",25960
"San Juan de Alicante","San Juan de Alicante",38.4014,-0.4367,"Spain","Valencia",25918
"Onda","Onda",39.9625,-0.2639,"Spain","Valencia",25817
"Coín","Coin",36.6667,-4.75,"Spain","Andalusia",25809
"Villanueva de la Serena","Villanueva de la Serena",38.9667,-5.8,"Spain","Extremadura",25784
"Lourinhã","Lourinha",39.2425,-9.3122,"Portugal","Lisboa",25735
"Adra","Adra",36.7478,-3.0161,"Spain","Andalusia",25515
"Tomares","Tomares",37.3764,-6.0458,"Spain","Andalusia",25488
"Armilla","Armilla",37.15,-3.6167,"Spain","Andalusia",25405
"Torrelodones","Torrelodones",40.5756,-3.9292,"Spain","Madrid",25316
"Villarrobledo","Villarrobledo",39.2667,-2.6,"Spain","Castille-La Mancha",25262
"Albergaria-a-Velha","Albergaria-a-Velha",40.6936,-8.4806,"Portugal","Aveiro",25252
"Liria","Liria",39.6258,-0.5942,"Spain","Valencia",25077
"Calahorra","Calahorra",42.3,-1.9667,"Spain","La Rioja",25064
"Valls","Valls",41.2883,1.2519,"Spain","Catalonia",25047
"Pinhal Novo","Pinhal Novo",38.6297,-8.9136,"Portugal","Setúbal",25000
"Portalegre","Portalegre",39.3167,-7.4167,"Portugal","Portalegre",24930
"Almonte","Almonte",37.2667,-6.5167,"Spain","Andalusia",24863
"Gáldar","Galdar",28.1439,-15.6503,"Spain","Canary Islands",24811
"Cambre","Cambre",43.283,-8.333,"Spain","Galicia",24781
"Galdácano","Galdacano",43.2306,-2.8458,"Spain","Basque Country",24774
"Olesa de Montserrat","Olesa de Montserrat",41.545,1.8944,"Spain","Catalonia",24677
"Erandio","Erandio",43.3047,-2.9731,"Spain","Basque Country",24662
"Cartaxo","Cartaxo",39.1619,-8.7864,"Portugal","Santarém",24462
"Los Barrios","Los Barrios",36.1833,-5.4833,"Spain","Andalusia",24404
"Martos","Martos",37.7167,-3.9667,"Spain","Andalusia",24363
"Porto de Mós","Porto de Mos",39.6,-8.8167,"Portugal","Leiria",24342
"Icod de los Vinos","Icod de los Vinos",28.35,-16.7,"Spain","Canary Islands",24285
"Almansa","Almansa",38,52,"Spain","Castille-La Mancha",24281
"Mairena del Alcor","Mairena del Alcor",37.3667,-5.7333,"Spain","Andalusia",24238
"Ibi","Ibi",38.6272,-0.5753,"Spain","Valencia",24210
"Cullera","Cullera",39.1639,-0.2517,"Spain","Andalusia",24181
"Marín","Marin",42.3933,-8.7,"Spain","Galicia",24154
"Pontinha","Pontinha",38.7678,-9.1994,"Portugal","Lisboa",24023
"Conil de la Frontera","Conil de la Frontera",36.2667,-6.0833,"Spain","Andalusia",23996
"Altea","Altea",38.5986,-0.0519,"Spain","Valencia",23963
"Mejorada del Campo","Mejorada del Campo",40.3967,-3.3858,"Spain","Madrid",23897
"Mirandela","Mirandela",41.4833,-7.1833,"Portugal","Bragança",23850
"Pilar de la Horadada","Pilar de la Horadada",37.8667,-0.7833,"Spain","Valencia",23844
"Vilaseca de Solcina","Vilaseca de Solcina",41.1108,1.145,"Spain","Catalonia",23826
"Vizela","Vizela",41.3833,-8.3,"Portugal","Porto",23736
"Alhama de Murcia","Alhama de Murcia",37.8514,-1.4264,"Spain","Murcia",23578
"Moguer","Moguer",37,16,"Spain","Andalusia",23551
"Teguise","Teguise",29.05,-13.5667,"Spain","Canary Islands",23411
"Almeirim","Almeirim",39.209,-8.6164,"Portugal","Santarém",23376
"Zarautz","Zarautz",43.2833,-2.1667,"Spain","Basque Country",23370
"Caniço","Canico",32.6412,-16.8504,"Portugal","Madeira",23361
"Puenteareas","Puenteareas",42.1667,-8.5,"Spain","Galicia",23196
"São Mamede de Infesta","Sao Mamede de Infesta",41.1934,-8.6143,"Portugal","Porto",23122
"Fânzeres","Fanzeres",41.1667,-8.5333,"Portugal","Porto",23108
"San Juan de Aznalfarache","San Juan de Aznalfarache",37.3667,-6.0167,"Spain","Andalusia",23090
"Oliveira do Bairro","Oliveira do Bairro",40.5167,-8.5,"Portugal","Aveiro",23028
"Lagoa","Lagoa",37.1347,-8.4528,"Portugal","Faro",22975
"Bormujos","Bormujos",37.3667,-6.0667,"Spain","Andalusia",22970
"San Felíu de Guixols","San Feliu de Guixols",41.7833,3.0333,"Spain","Catalonia",22934
"Laguna de Duero","Laguna de Duero",41.5833,-4.7167,"Spain","Castille-Leon",22907
"El Palmar","El Palmar",37.9422,-1.1614,"Spain","Murcia",22897
"Vale de Cambra","Vale de Cambra",40.85,-8.4,"Portugal","Aveiro",22864
"Vagos","Vagos",40.5553,-8.6814,"Portugal","Aveiro",22851
"Arcos de Valdevez","Arcos de Valdevez",41.85,-8.4167,"Portugal","Viana do Castelo",22847
"Villanueva de la Cañada","Villanueva de la Canada",40.45,-3.9833,"Spain","Madrid",22845
"Torre del Mar","Torre del Mar",36.75,-4.0833,"Spain","Andalusia",22819
"Barbate de Franco","Barbate de Franco",36.1833,-5.9167,"Spain","Andalusia",22709
"Picasent","Picasent",39.3611,-0.46,"Spain","Valencia",22695
"Guía de Isora","Guia de Isora",28.211,-16.7784,"Spain","Canary Islands",22642
"Esparraguera","Esparraguera",41.5381,1.8692,"Spain","Catalonia",22550
"Aljaraque","Aljaraque",37.2667,-7.0167,"Spain","Andalusia",22489
"Almoradí","Almoradi",38.1097,-0.7894,"Spain","Valencia",22464
