ID,Denomination,FK_JobTitle,LanguageId
843,Assistente de Economato,345,17
844,Gerente de Economato,346,7
845,Supply Department Manager,346,14
846,Gerente de Economia,346,17
847,Técnico de Gestión de Almacén,347,7
848,Warehouse Management Technician,347,14
849,Técnico de Gestão de Armazém,347,17
850,Supervisor de Almacén,348,7
851,Warehouse Supervisor,348,14
852,Supervisor de Armazém,348,17
853,Profesor de Árabe,349,7
854,Arabic Teacher,349,14
855,Professor de Árabe,349,17
856,Chef Consultor,350,7
857,Chef Consultant,350,14
858,Chef Consultor,350,17
859,Chef Instructor/a,351,7
860,Chef Instructor,351,14
861,Instrutor de Culinária,351,17
862,Profesor de Chino (Mandarín),352,7
863,Chinese (Mandarin) Teacher,352,14
864,Professor de Chinês (Mandarim),352,17
865,Instructor de Artes Culinarias,354,7
866,Culinary Arts Instructor,354,14
867,Instrutor de Artes Culinárias,354,17
868,Instructor de Buceo,355,7
869,Diving Instructor,355,14
870,Instrutor de Mergulho,355,17
871,Profesor de Holandés,356,7
872,Dutch Teacher,356,14
873,Professor de Holandês,356,17
874,Profesor de Inglés,357,7
875,English Teacher,357,14
876,Professor de Inglês,357,17
877,Consultor de Food and Beverage,358,7
878,Food and Beverage Consultant,358,14
879,Consultor de Alimentos e Bebidas,358,17
880,Instructor de Food and Beverage,359,7
881,Food and Beverage Instructor,359,14
882,Instrutor de Alimentos e Bebidas,359,17
883,Consultor de Innovación Alimentaria,360,7
884,Food Innovation Consultant,360,14
885,Consultor de Inovação Alimentar,360,17
886,Consultor de Producción de Alimentos,361,7
887,Food Production Consultant,361,14
888,Consultor de Produção de Alimentos,361,17
889,Consultor de Seguridad Alimentaria,363,7
890,Food Safety Consultant,363,14
891,Consultor de Segurança Alimentar,363,17
892,Instructor de Seguridad Alimentaria,364,7
893,Food Safety Instructor,364,14
894,Instrutor de Segurança Alimentar,364,17
895,Consultor de Cadena de Suministro de Alimentos,365,7
896,Food Supply Chain Consultant,365,14
897,Consultor de Cadeia de Abastecimento de Alimentos,365,17
898,Profesor de Francés,366,7
899,French Teacher,366,14
900,Professor de Francês,366,17
901,Instructor de Gastronomía,368,7
902,Gastronomy Instructor,368,14
903,Instrutor de Gastronomia,368,17
904,Profesor de Alemán,369,7
905,German Teacher,369,14
906,Professor de Alemão,369,17
907,Consultor de Salud y Bienestar,370,7
908,Health and Wellness Consultant,370,14
909,Consultor de Saúde e Bem-estar,370,17
910,Instructor de Salud y Bienestar,371,7
911,Health and Wellness Trainer,371,14
912,Instrutor de Saúde e Bem-estar,371,17
913,Instructor de Comida Saludable,373,7
914,Healthy Cuisine Instructor,373,14
915,Instrutor de Comida Saudável,373,17
916,Profesor de Hindi,374,7
917,Hindi Teacher,374,14
918,Professor de Hindi,374,17
919,Instructor de Equitación,375,7
920,Horse Riding Instructor,375,14
921,Instrutor de Equitação,375,17
922,Consultor de Hostelería,376,7
923,Hospitality Consultant,376,14
924,Consultor de Hotelaria,376,17
925,Profesor de Hostelería,377,7
926,Hospitality Trainer,377,14
927,Professor de Hotelaria,377,17
928,Consultor de Gestión Hotelera,378,7
929,Hotel Management Consultant,378,14
930,Consultor de Gestão Hoteleira,378,17
931,Profesor de Gestión Hotelera,379,7
932,Hotel Management Trainer,379,14
933,Professor de Gestão Hoteleira,379,17
934,Instructor Deportivo,380,7
935,Sports Instructor,380,14
936,Instrutor Desportivo,380,17
937,Profesor de Italiano,381,7
938,Italian Teacher,381,14
939,Professor de Italiano,381,17
940,Profesor de Japonés,382,7
941,Japanese Teacher,382,14
942,Professor de Japonês,382,17
943,Profesor de Coreano,383,7
944,Korean Teacher,383,14
945,Professor de Coreano,383,17
946,Instructor de Pastelería y Repostería,385,7
947,Pastry and Baking Instructor,385,14
948,Instrutor de Pastelaria e Confeitaria,385,17
949,Profesor de Portugués,386,7
950,Portuguese Teacher,386,14
951,Professor de Português,386,17
952,Chef de Clases Particulares,387,7
953,Private Class Chef,387,14
954,Chefe de Aulas Particulares,387,17
955,Consultor de Gestión de Restaurantes,388,7
956,Restaurant Management Consultant,388,14
957,Consultor de Gestão de Restaurantes,388,17
958,Profesor de Gestión de Restaurantes,389,7
959,Restaurant Management Trainer,389,14
960,Professor de Gestão de Restaurantes,389,17
961,Consultor de Revenue Management,390,7
962,Revenue Management Consultant,390,14
963,Consultor de Revenue Management,390,17
964,Profesor de Ruso,391,7
965,Russian Teacher,391,14
966,Professor de Russo,391,17
967,Instructor de Vela,392,7
968,Sailing Instructor,392,14
969,Instrutor de Vela,392,17
970,Instructor de Navegación,393,7
971,Navigation Instructor,393,14
972,Instrutor de Navegação,393,17
973,Instructor de Esquí,394,7
974,Ski Instructor,394,14
975,Instrutor de Esqui,394,17
976,Instructor de Snowboard,395,7
977,Snowboard Instructor,395,14
978,Instrutor de Snowboard,395,17
979,Sommelier Consultor,396,7
980,Sommelier Consultant,396,14
981,Consultor de Sommelier,396,17
982,Sommelier Instructor/a,397,7
983,Sommelier Instructor,397,14
984,Instrutor de Sommelier,397,17
985,Profesor de Español,398,7
986,Spanish Teacher,398,14
987,Professor de Espanhol,398,17
988,Consultor de Turismo Sostenible,399,7
989,Sustainable Tourism Consultant,399,14
990,Consultor de Turismo Sustentável,399,17
991,Instructor de Natación,400,7
992,Swimming Instructor,400,14
993,Instrutor de Natação,400,17
994,Consultor de Gestión Turística,401,7
995,Tourist Management Consultant,401,14
996,Consultor de Gestão Turística,401,17
997,Profesor de Gestión Turística,402,7
998,Tourist Management Trainer,402,14
999,Professor de Gestão Turística,402,17
1000,Profesor de Turco,403,7
1001,Turkish Teacher,403,14
1002,Professor de Turco,403,17
1003,Instructor de Comida Vegana,405,7
1004,Vegan Cuisine Instructor,405,14
1005,Instrutor de Comida Vegetariana,405,17
1006,Instructor de Comida sin Gluten,410,7
1007,Gluten-Free Cuisine Instructor,410,14
1008,Instrutor de Comida sem Glúten,410,17
1009,Asistente de Coordinación de Eventos,411,7
1010,Assistant Events Coordinator,411,14
1011,Assistente de Coordenação de Eventos,411,17
1012,Gerente de Catering y Grandes Eventos,412,7
1013,Catering and Large Events Manager,412,14
1014,Gerente de Catering e Grandes Eventos,412,17
1015,Gerente de Catering,413,7
1016,Catering Manager,413,14
1017,Gerente de Catering,413,17
1018,Becario de Conferencias y Eventos,415,7
1019,Conference & Events Trainee,415,14
1020,Estagiário de Conferências e Eventos,415,17
1021,Anfitrión de Eventos,416,7
1022,Events Hostess,416,14
1023,Anfitrião de Eventos,416,17
1024,Gerente de Conferencias,417,7
1025,Conference Manager,417,14
1026,Gerente de Conferências,417,17
1027,Director de Congresos y Convenciones,419,7
1028,Congresses and Conventions Director,419,14
1029,Diretor de Congressos e Convenções,419,17
1030,Director de Eventos y Banquetes,420,7
1031,Events and Banquets Director,420,14
1032,Diretor de Eventos e Banquetes,420,17
1033,Director de Centro de Ocio,421,7
1034,Leisure Centre Director,421,14
1035,Diretor do centro de lazer,421,17
1036,Planificador de Eventos,424,7
1037,Event Planner,424,14
1038,Planejador de Eventos,424,17
1039,Promotora de Eventos,425,7
1040,Event Promoter,425,14
1041,Promotora de Eventos,425,17
1042,Gerente de Eventos y Convenciones,426,7
1043,Events and Conventions Manager,426,14
1044,Gerente de Eventos e Convenções,426,17
1045,Asistente de Logística de Eventos,428,7
1046,Events Logistics Assistant,428,14
1047,Assistente de Logística de Eventos,428,17
1048,Coordinador de Logística de Eventos,429,7
1049,Events Logistics Coordinator,429,14
1050,Coordenador de Logística de Eventos,429,17
1051,Director de Operaciones de Eventos,430,7
1052,Events Operations Director,430,14
1053,Diretor de Operações de Eventos,430,17
1054,Productor de Eventos,431,7
1055,Events Producer,431,14
1056,Produtor de Eventos,431,17
1057,Ejecutivo de Ventas de Eventos,432,7
1058,Events Sales Executive,432,14
1059,Executivo de Vendas de Eventos,432,17
1060,Personal de Seguridad de Eventos,433,7
1061,Events Security Staff,433,14
1062,Pessoal de Segurança de Eventos,433,17
1063,Personal de Eventos,434,7
1064,Events Staff,434,14
1065,Equipe de Eventos,434,17
1066,Agente de Venta de Entradas para Eventos,435,7
1067,Events Ticketing Agent,435,14
1068,Agente de Venda de Ingressos para Eventos,435,17
1069,Coordinador de Grupos y Eventos,436,7
1070,Groups & Events Coordinator,436,14
1071,Coordenador de Grupos e Eventos,436,17
1072,Gerente de Grupos y Eventos,437,7
1073,Groups & Events Manager,437,14
1074,Gerente de Grupos e Eventos,437,17
1075,Gerente de Ventas de Grupos y Eventos,438,7
1076,Groups & Events Sales Manager,438,14
1077,Gerente de Vendas de Grupos e Eventos,438,17
1078,Coordinador de Grupos y MICE,439,7
1079,Groups and MICE Coordinator,439,14
1080,Coordenador de Grupos e MICE,439,17
1081,Jefe de Eventos y Grupos,440,7
1082,Chefe de Eventos e Grupos,440,17
1083,Jefe de Camareros para Catering y Eventos,441,7
1084,Head Waiter for Catering & Events,441,14
1085,Chefe de Garçons para Catering e Eventos,441,17
1086,Gerente de Centro de Ocio,442,7
1087,Leisure Centre Manager,442,14
1088,Gerente de Centro de Lazer,442,17
1089,Maître Encargado de Sala y Eventos,443,7
1090,Maitre in Charge of Room and Events,443,14
1091,Mestre Responsável pela Sala e Eventos,443,17
1092,Gerente de Proyectos de Reuniones y Eventos,445,7
1093,Meetings and Events Project Manager,445,14
1094,Gerente de Projetos de Reuniões e Eventos,445,17
1095,Gerente MICE,446,7
1096,MICE Manager,446,14
1097,Gerente MICE,446,17
1098,Gerente de Proyectos MICE,447,7
1099,MICE Project Manager,447,14
1100,Gerente de Projetos MICE,447,17
1101,Gerente de Proyectos para Eventos,449,7
1102,Project Manager for Events,449,14
1103,Gerente de Projetos para Eventos,449,17
1104,Técnico de Sonido e Iluminación,451,7
1105,Sound and Lighting Technician,451,14
1106,Técnico de Som e Iluminação,451,17
1107,Gerente de Centro Deportivo,452,7
1108,Sport Center Manager,452,14
1109,Gerente de Centro Desportivo,452,17
1110,Coordinador de Actividades Deportivas,453,7
1111,Sporting Activities Manager,453,14
1112,Coordenador de Atividades Desportivas,453,17
1113,Diseñador de Escenarios,454,7
1114,Stage Designer,454,14
1115,Designer de Cenários,454,17
1116,Técnico de Escenario,455,7
1117,Stage Technician,455,14
1118,Técnico de Palco,455,17
1119,Organizador de Bodas,456,7
1120,Wedding Planner,456,14
1121,Organizador de Casamentos,456,17
1122,Coordinador de Bodas y Eventos,457,7
1123,Weddings & Events Coordinator,457,14
1124,Coordenador de Casamentos e Eventos,457,17
1125,Gerente de Recepción de Bodas,458,7
1126,Weddings Reception Manager,458,14
1127,Gerente de Recepção de Casamentos,458,17
1128,Guía de Turismo de Aventura,459,7
1129,Adventure Tour Guide,459,14
1130,Guia de Turismo de Aventura,459,17
1131,Guía de Aeropuerto,460,7
1132,Airport Guide,460,14
1133,Guia de Aeroporto,460,17
1134,Guía de Turismo Urbano,461,7
1135,City Tour Guide,461,14
1136,Guia de Turismo Urbano,461,17
1137,Guía de Turismo Cultural,462,7
1138,Cultural Tour Guide,462,14
1139,Guia de Turismo Cultural,462,17
1140,Conductor & Guía Turístico,463,7
1141,Driver Tour Guide,463,14
1142,Condutor & Guia Turístico/a,463,17
1143,Guía para Exposiciones,464,7
1144,Exhibition Guide,464,14
1145,Guia para Exposições,464,17
1146,Guía de Turismo Gastronómico,465,7
1147,Gastronomic Tourism Guide,465,14
1148,Guia de Turismo Gastronómico,465,17
1149,Guía Turístico Especializado en Idiomas,466,7
1150,Language-Specialized Tour Guide,466,14
1151,Guia Turístico Especializado em Idiomas,466,17
1152,Guía de Museo,467,7
1153,Museum Guide,467,14
1154,Guia de Museu,467,17
1155,Guía de Turismo de Naturaleza y Vida Salvaje,468,7
1156,Nature and Wildlife Tour Guide,468,14
1157,Guia de Turismo de Natureza e Vida Selvagem,468,17
1158,Guía Turístico Oficial,469,7
1159,Official Tour Guide,469,14
1160,Guia Turístico Oficial,469,17
1161,Guía Turística en Segway o Bicicleta,470,7
1162,Segway or Bicycle Tour Guide,470,14
1163,Guia Turístico em Segway ou Bicicleta,470,17
1164,Guía Turística/o,471,7
1165,Tour Guide,471,14
1166,Guia Turístico/a,471,17
1167,Gerente de Tours,472,7
1168,Tour Manager,472,14
1169,Gerente de Excursões,472,17
1170,Agente de Turismo,473,7
1171,Tourism Agent,473,14
1172,Agente de Turismo,473,17
1173,Guía de Información Turística,474,7
1174,Tourist Information Guide,474,14
1175,Guia de Informação Turística,474,17
1176,Gerente de Información Turística,475,7
1177,Tourist Information Manager,475,14
1178,Gerente de Informação Turística,475,17
1179,Guía de Enoturismo,476,7
1180,Wine Tourism Guide,476,14
1181,Guia de Enoturismo,476,17
1182,Limpiador de Ventanas,479,7
1183,Window Cleaner,479,14
1184,Limpeza de Janelas,479,17
1185,Ayudante de mantenimiento eléctrico,481,7
1186,Electrical Maintenance Crew Chief,481,14
1187,Assistente de manutenção elétrica,481,17
1188,Técnico de mantenimiento eléctrico,482,7
1189,Electrical Maintenance Technician,482,14
1190,Técnico de manutenção elétrica,482,17
1191,Electricista,483,7
1192,Electrician,483,14
1193,Eletricista,483,17
1194,Gerente de Instalaciones,484,7
1195,Facilities Manager,484,14
1196,Gerente de Instalações,484,17
1197,Asistente de Instalaciones,485,7
1198,Facilities Assistant,485,14
1199,Assistente de Instalações,485,17
1200,Técnico de Instalaciones,486,7
1201,Facilities Technician,486,14
1202,Técnico de Instalações,486,17
1203,Jardinero/a,487,7
1204,Gardener,487,14
1205,Jardineiro/a,487,17
1206,Ayudante de jardinería,488,7
1207,Gardening Assistant,488,14
1208,Assistente de jardinagem,488,17
1209,Gerente de Mantenimiento,489,7
1210,Maintenance Manager,489,14
1211,Gerente de Manutenção,489,17
1212,Técnico de mantenimiento de climatización,490,7
1213,Air Conditioning Maintenance Technician,490,14
1214,Técnico de manutenção de climatização,490,17
1215,Técnico de mantenimiento de maquinaria de cocina,491,7
1216,Kitchen Machinery Maintenance Technician,491,14
1217,Técnico de manutenção de maquinaria de cozinha,491,17
1218,Ayudante de mantenimiento,492,7
1219,Maintenance Assistant,492,14
1220,Assistente de Manutenção,492,17
1221,Oficial de mantenimiento,493,7
1222,Maintenance Officer,493,14
1223,Oficial de Manutenção,493,17
1224,Técnico de mantenimiento,494,7
1225,Maintenance Technician,494,14
1226,Técnico de manutenção,494,17
1227,Albañil,495,7
1228,Mason,495,14
1229,Profissional da construção civil,495,17
1230,Fontanero/a,496,7
1231,Plumber,496,14
1232,Canalizador/a,496,17
1233,Reparador de Edificios,497,7
1234,Building Repairer,497,14
1235,Reparador de Edifícios,497,17
1236,Piscinero/a,498,7
1237,Swimming Pool Maintenance,498,14
1238,Empregado de Manutenção de Piscinas,498,17
1239,Oficial de servicios técnicos,501,7
1240,Technical Services Officer,501,14
1241,Oficial de serviços técnicos,501,17
1242,Especialista en servicios técnicos,502,7
1243,Technical Services Specialist,502,14
1244,Especialista em serviços técnicos,502,17
1245,Mozo de Almacén,503,7
1246,Warehouse Stock Handler,503,14
1247,Empregado de Armazém,503,17
1248,Pintor,504,7
1249,Painter,504,14
1250,Pintor,504,17
1251,Lavacoches,505,7
1252,Car Washer,505,14
1253,Lavador de carros,505,17
1254,Director de Publicidad,506,7
1255,Advertising Director,506,14
1256,Diretor de Publicidade,506,17
1257,Gerente de Publicidad,507,7
1258,Advertising Manager,507,14
1259,Gerente de Publicidade,507,17
1260,Gerente de Marketing B2B,508,7
1261,B2B Marketing Manager,508,14
1262,Gerente de Marketing B2B,508,17
1263,Especialista de Marketing B2B,509,7
1264,B2B Marketing Specialist,509,14
1265,Especialista em Marketing B2B,509,17
1266,Gerente de Marca,510,7
1267,Brand Manager,510,14
1268,Gerente de Marca,510,17
1269,Creador de Contenido,512,7
1270,Content Creator,512,14
1271,Criador de Conteúdo,512,17
1272,Gerente de Marketing de Contenidos,513,7
1273,Content Marketing Manager,513,14
1274,Gerente de Marketing de Conteúdos,513,17
1275,Copywriter,514,7
1276,Copywriter,514,14
1277,Redator,514,17
1278,Director de Marketing Digital,515,7
1279,Digital Marketing Director,515,14
1280,Diretor de Marketing Digital,515,17
1281,Gerente de Marketing Digital,516,7
1282,Digital Marketing Manager,516,14
1283,Gerente de Marketing Digital,516,17
1284,Director de Relaciones Públicas,518,7
1285,Public Relations Director,518,14
1286,Diretor de Relações Públicas,518,17
1287,Director de Relaciones Públicas y Comunicación,519,7
1288,Public Relations and Communication Director,519,14
1289,Diretor de Relações Públicas e Comunicação,519,17
1290,Asistente de Comercio Electrónico,520,7
1291,eCommerce Assistant,520,14
1292,Assistente de Comércio Eletrônico,520,17
1293,Consultor de Comercio Electrónico,521,7
1294,eCommerce Consultant,521,14
1295,Consultor de Comércio Eletrónico,521,17
1296,eCommerce Manager,522,7
1297,eCommerce Manager,522,14
1298,eCommerce Manager,522,17
1299,Especialista en eCommerce,523,7
1300,eCommerce Specialist,523,14
1301,Especialista em eCommerce,523,17
